"Year","Subregion","subregion.code","Species","date","present"
2011,"Western Mediterranean Sea","MWE","Palaemon macrodactylus Rathbun, 1902",2011-01-01,7
2012,"Western Mediterranean Sea","MWE","Palaemon macrodactylus Rathbun, 1902",2012-01-01,8
2013,"Western Mediterranean Sea","MWE","Palaemon macrodactylus Rathbun, 1902",2013-01-01,9
2014,"Western Mediterranean Sea","MWE","Palaemon macrodactylus Rathbun, 1902",2014-01-01,10
1981,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1981-01-01,NA
1982,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1982-01-01,NA
1983,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1983-01-01,NA
1984,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1984-01-01,NA
1985,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1985-01-01,NA
1986,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1986-01-01,NA
1987,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1987-01-01,NA
1988,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1988-01-01,1
1989,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1989-01-01,2
1990,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1990-01-01,3
1991,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1991-01-01,4
1992,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1992-01-01,5
1993,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1993-01-01,6
1994,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1994-01-01,7
1995,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1995-01-01,8
1996,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1996-01-01,9
1997,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1997-01-01,10
1998,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1998-01-01,11
1999,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",1999-01-01,12
2000,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2000-01-01,13
2001,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2001-01-01,14
2002,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2002-01-01,15
2003,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2003-01-01,16
2004,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2004-01-01,17
2005,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2005-01-01,18
2006,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2006-01-01,19
2007,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2007-01-01,20
2008,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2008-01-01,21
2009,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2009-01-01,22
2010,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2010-01-01,23
2011,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2011-01-01,24
2012,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2012-01-01,25
2013,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2013-01-01,26
2014,"Bay of Biscay & Iberian Coast","ABI","Paracerceis sculpta (Holmes, 1904)",2014-01-01,27
1981,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1981-01-01,NA
1982,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1982-01-01,NA
1983,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1983-01-01,NA
1984,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1984-01-01,NA
1985,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1985-01-01,NA
1986,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1986-01-01,NA
1987,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1987-01-01,NA
1988,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1988-01-01,NA
1989,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1989-01-01,NA
1990,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1990-01-01,NA
1991,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1991-01-01,NA
1992,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1992-01-01,NA
1993,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1993-01-01,NA
1994,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1994-01-01,NA
1995,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1995-01-01,NA
1996,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1996-01-01,NA
1997,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1997-01-01,NA
1998,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1998-01-01,NA
1999,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",1999-01-01,NA
2000,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2000-01-01,NA
2001,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2001-01-01,NA
2002,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2002-01-01,NA
2003,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2003-01-01,NA
2004,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2004-01-01,NA
2005,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2005-01-01,NA
2006,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2006-01-01,NA
2007,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2007-01-01,NA
2008,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2008-01-01,NA
2009,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2009-01-01,NA
2010,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2010-01-01,NA
2011,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2011-01-01,NA
2012,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2012-01-01,NA
2013,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2013-01-01,NA
2014,"Macaronesia","AMA","Paracerceis sculpta (Holmes, 1904)",2014-01-01,1
1981,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1981-01-01,1
1982,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1982-01-01,2
1983,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1983-01-01,3
1984,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1984-01-01,4
1985,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1985-01-01,5
1986,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1986-01-01,6
1987,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1987-01-01,7
1988,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1988-01-01,8
1989,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1989-01-01,9
1990,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1990-01-01,10
1991,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1991-01-01,11
1992,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1992-01-01,12
1993,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1993-01-01,13
1994,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1994-01-01,14
1995,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1995-01-01,15
1996,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1996-01-01,16
1997,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1997-01-01,17
1998,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1998-01-01,18
1999,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",1999-01-01,19
2000,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2000-01-01,20
2001,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2001-01-01,21
2002,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2002-01-01,22
2003,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2003-01-01,23
2004,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2004-01-01,24
2005,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2005-01-01,25
2006,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2006-01-01,26
2007,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2007-01-01,27
2008,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2008-01-01,28
2009,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2009-01-01,29
2010,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2010-01-01,30
2011,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2011-01-01,31
2012,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2012-01-01,32
2013,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2013-01-01,33
2014,"Adriatic Sea","MAD","Paracerceis sculpta (Holmes, 1904)",2014-01-01,34
1981,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1981-01-01,NA
1982,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1982-01-01,NA
1983,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1983-01-01,NA
1984,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1984-01-01,NA
1985,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1985-01-01,NA
1986,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1986-01-01,NA
1987,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1987-01-01,NA
1988,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1988-01-01,NA
1989,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1989-01-01,NA
1990,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1990-01-01,NA
1991,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1991-01-01,NA
1992,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1992-01-01,NA
1993,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1993-01-01,NA
1994,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1994-01-01,NA
1995,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1995-01-01,NA
1996,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1996-01-01,NA
1997,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1997-01-01,NA
1998,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1998-01-01,NA
1999,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",1999-01-01,NA
2000,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2000-01-01,NA
2001,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2001-01-01,NA
2002,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2002-01-01,NA
2003,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2003-01-01,NA
2004,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2004-01-01,NA
2005,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2005-01-01,NA
2006,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2006-01-01,NA
2007,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2007-01-01,NA
2008,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2008-01-01,NA
2009,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2009-01-01,1
2010,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2010-01-01,2
2011,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2011-01-01,3
2012,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2012-01-01,4
2013,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2013-01-01,5
2014,"Eastern Mediterranean Sea","MAL","Paracerceis sculpta (Holmes, 1904)",2014-01-01,6
1981,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1981-01-01,NA
1982,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1982-01-01,NA
1983,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1983-01-01,1
1984,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1984-01-01,2
1985,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1985-01-01,3
1986,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1986-01-01,4
1987,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1987-01-01,5
1988,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1988-01-01,6
1989,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1989-01-01,7
1990,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1990-01-01,8
1991,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1991-01-01,9
1992,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1992-01-01,10
1993,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1993-01-01,11
1994,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1994-01-01,12
1995,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1995-01-01,13
1996,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1996-01-01,14
1997,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1997-01-01,15
1998,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1998-01-01,16
1999,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",1999-01-01,17
2000,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2000-01-01,18
2001,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2001-01-01,19
2002,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2002-01-01,20
2003,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2003-01-01,21
2004,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2004-01-01,22
2005,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2005-01-01,23
2006,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2006-01-01,24
2007,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2007-01-01,25
2008,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2008-01-01,26
2009,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2009-01-01,27
2010,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2010-01-01,28
2011,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2011-01-01,29
2012,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2012-01-01,30
2013,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2013-01-01,31
2014,"Central Mediterranean Sea","MIC","Paracerceis sculpta (Holmes, 1904)",2014-01-01,32
1981,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1981-01-01,NA
1982,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1982-01-01,NA
1983,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1983-01-01,1
1984,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1984-01-01,2
1985,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1985-01-01,3
1986,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1986-01-01,4
1987,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1987-01-01,5
1988,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1988-01-01,6
1989,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1989-01-01,7
1990,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1990-01-01,8
1991,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1991-01-01,9
1992,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1992-01-01,10
1993,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1993-01-01,11
1994,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1994-01-01,12
1995,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1995-01-01,13
1996,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1996-01-01,14
1997,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1997-01-01,15
1998,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1998-01-01,16
1999,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",1999-01-01,17
2000,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2000-01-01,18
2001,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2001-01-01,19
2002,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2002-01-01,20
2003,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2003-01-01,21
2004,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2004-01-01,22
2005,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2005-01-01,23
2006,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2006-01-01,24
2007,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2007-01-01,25
2008,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2008-01-01,26
2009,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2009-01-01,27
2010,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2010-01-01,28
2011,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2011-01-01,29
2012,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2012-01-01,30
2013,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2013-01-01,31
2014,"Western Mediterranean Sea","MWE","Paracerceis sculpta (Holmes, 1904)",2014-01-01,32
2000,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2000-01-01,NA
2001,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2001-01-01,NA
2002,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2002-01-01,NA
2003,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2003-01-01,NA
2004,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2004-01-01,NA
2005,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2005-01-01,NA
2006,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2006-01-01,NA
2007,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2007-01-01,NA
2008,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2008-01-01,1
2009,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2009-01-01,2
2010,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2010-01-01,3
2011,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2011-01-01,4
2012,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2012-01-01,5
2013,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2013-01-01,6
2014,"Bay of Biscay & Iberian Coast","ABI","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2014-01-01,7
2000,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2000-01-01,NA
2001,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2001-01-01,NA
2002,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2002-01-01,NA
2003,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2003-01-01,NA
2004,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2004-01-01,NA
2005,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2005-01-01,NA
2006,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2006-01-01,1
2007,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2007-01-01,2
2008,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2008-01-01,3
2009,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2009-01-01,4
2010,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2010-01-01,5
2011,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2011-01-01,6
2012,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2012-01-01,7
2013,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2013-01-01,8
2014,"Macaronesia","AMA","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2014-01-01,9
2000,"Adriatic Sea","MAD","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2000-01-01,NA
2001,"Adriatic Sea","MAD","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2001-01-01,NA
2002,"Adriatic Sea","MAD","Paraleucilla magna Klautau, Monteiro & Borojevic, 2004",2002-01-01,NA
